city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,year
claremore,ok,light,7200.0,12/2/2000,36.3125,-95.6158333,2000
chester,ct,circle,600.0,9/24/2012,41.4030556,-72.4513889,2012
san diego,ca,cigar,3600.0,11/21/2010,32.7152778,-117.1563889,2009
la mesa,ca,flash,1800.0,8/30/2013,32.7677778,-117.0222222,2013
moncks corner,sc,sphere,20.0,2/21/2014,33.1958333,-80.0133333,2014
tampa,fl,circle,1800.0,12/2/2013,27.9472222,-82.4586111,2013
long beach,ca,egg,120.0,9/2/2005,33.7669444,-118.1883333,1997
monmouth,or,disk,180.0,12/12/2009,44.8486111,-123.2327778,2009
pensacola,fl,changing,120.0,8/5/2009,30.4211111,-87.2169444,2009
palm springs,ca,oval,180.0,12/16/1999,33.8302778,-116.5444444,1999
windsor,sc,disk,1800.0,1/31/2004,33.4816667,-81.5138889,1969
macon,mo,triangle,120.0,12/7/2006,39.7422222,-92.4725,2006
baltimore,md,changing,14400.0,10/31/2008,39.2902778,-76.6125,2008
savage,md,oval,15.0,1/12/2012,39.1377778,-76.8241667,2012
saint paul,mn,light,35.0,1/16/2014,44.9444444,-93.0930556,2013
phoenix,az,oval,900.0,6/23/2010,33.4483333,-112.0733333,2010
red oak,tx,other,30.0,12/12/2011,32.5175,-96.8041667,2011
farmington,ny,rectangle,300.0,10/31/2008,42.9836111,-77.3261111,1979
north port,fl,circle,300.0,5/13/2012,27.0438889,-82.2361111,2012
hancock,wi,fireball,180.0,12/20/2012,44.1336111,-89.5230556,2012
flint,mi,triangle,5.0,2/14/2006,43.0125,-83.6875,2005
middleton,wi,sphere,4.0,5/13/2012,43.0972222,-89.5041667,2012
greer,sc,fireball,180.0,1/31/2011,34.9386111,-82.2272222,2011
warrensburg,mo,other,5.0,10/31/2008,38.7627778,-93.7358333,2008
alton,il,triangle,60.0,2/16/2000,38.8905556,-90.1841667,2000
batavia,ny,circle,1800.0,10/30/2012,42.9980556,-78.1877778,2012
cheyenne,wy,other,300.0,8/30/2010,41.14,-104.8197222,2010
fort lauderdale,fl,disk,3.0,3/18/2014,26.1219444,-80.1436111,2014
ellicott city,md,other,20.0,8/12/2008,39.2672222,-76.7986111,2008
saint augustine,fl,fireball,480.0,8/30/2013,29.8944444,-81.3147222,2013
dunn,nc,teardrop,45.0,7/1/2002,35.3061111,-78.6091667,2002
gettysburg,pa,rectangle,30.0,8/12/2008,39.8308333,-77.2313889,2008
las vegas,nv,formation,180.0,4/1/2001,36.175,-115.1363889,2001
san pablo,ca,circle,20.0,11/21/2010,37.9622222,-122.3444444,2010
lake oswego,or,light,5.0,7/16/2006,45.4208333,-122.6694444,2006
goleta,ca,triangle,45.0,1/21/2008,34.4358333,-119.8266667,2008
cedar park,tx,fireball,35.0,2/3/2012,30.505,-97.82,2012
hollister,ca,light,120.0,1/28/1999,36.8525,-121.4005556,1997
eugene,or,cigar,10.0,3/11/2003,44.0522222,-123.0855556,2003
college place,wa,circle,180.0,5/15/2006,46.0494444,-118.3872222,2006
wilmington,ca,oval,40.0,5/12/2010,33.78,-118.2616667,2010
phoenix,az,changing,30.0,8/24/2004,33.4483333,-112.0733333,2004
murphysboro,il,rectangle,5.0,4/27/2007,37.7644444,-89.335,2007
sinking spring,pa,light,2700.0,4/25/2002,40.3272222,-76.0113889,2002
pontiac,mi,light,60.0,9/4/2003,42.6388889,-83.2911111,1998
tupelo,ms,sphere,10.0,6/12/2002,34.2575,-88.7033333,2002
san antonio,tx,light,30.0,11/20/2001,29.4238889,-98.4933333,2001
clarksville,ar,flash,1.0,10/14/2013,35.4713889,-93.4663889,2013
wheatfield,in,flash,6.0,10/27/2004,41.1930556,-87.0555556,2004
pleasantville,ny,cigar,5.0,11/20/2001,41.1327778,-73.7930556,2001
rochester,ny,circle,1800.0,7/6/2011,43.1547222,-77.6158333,2011
fallon,nv,sphere,1800.0,12/20/2012,39.4736111,-118.7763889,2006
las vegas,nv,disk,14400.0,10/31/2008,36.175,-115.1363889,2008
raleigh,nc,changing,10.0,2/1/2007,35.7719444,-78.6388889,2006
fries,va,cylinder,1800.0,10/31/2008,36.7161111,-80.9788889,1964
milwaukee,wi,triangle,1800.0,2/23/2011,43.0388889,-87.9063889,2011
buena park,ca,other,15.0,10/31/2003,33.8675,-117.9972222,2003
mishawaka,in,light,90.0,7/6/2011,41.6619444,-86.1586111,2011
moundsville,wv,other,300.0,10/11/2005,39.9202778,-80.7433333,2005
king of prussia,pa,sphere,15.0,2/14/2006,40.0891667,-75.3963889,2006
acton,in,circle,900.0,7/4/2012,39.6555556,-85.9669444,2012
oakdale,ca,oval,600.0,4/28/2001,37.7666667,-120.8461111,2001
new milford,ct,circle,90.0,12/20/2012,41.5769444,-73.4088889,2012
wenatchee,wa,light,300.0,2/4/2013,47.4236111,-120.3091667,2012
new york city (manhattan),ny,oval,300.0,2/14/2008,40.7141667,-74.0063889,1996
aiea,hi,circle,120.0,1/19/2005,21.3822222,-157.9336111,2004
kingman,az,fireball,120.0,11/19/1998,35.1894444,-114.0522222,1998
hayward,ca,changing,7.0,12/2/2000,37.6688889,-122.0797222,2000
memphis,tn,oval,300.0,11/28/2007,35.1494444,-90.0488889,1996
mount kisco,ny,light,120.0,12/20/2012,41.2041667,-73.7275,2012
summerville,sc,light,900.0,1/10/2009,33.0183333,-80.1758333,2008
great falls,mt,light,3600.0,10/11/2005,47.5002778,-111.3,1990
mineral point,mo,light,60.0,10/31/2003,37.9447222,-90.7241667,2001
cedar rapids,ia,oval,300.0,3/19/2002,42.0083333,-91.6438889,2002
narragansett,ri,circle,7200.0,9/24/2012,41.45,-71.45,2012
jacksonville,nc,circle,180.0,6/14/2012,34.7538889,-77.4305556,2012
wyandotte,mi,fireball,300.0,10/10/2011,42.2141667,-83.15,2011
new york city (bronx),ny,oval,300.0,9/9/2004,40.7141667,-74.0063889,2004
crawfordsville,in,light,300.0,7/4/2012,40.0411111,-86.8744444,2012
walworth county (eastern part),wi,oval,60.0,11/20/2002,42.5311111,-88.5994444,1999
des moines,ia,fireball,600.0,11/19/2012,41.6005556,-93.6088889,2012
fairfield,ca,other,10.0,12/16/2005,38.2494444,-122.0388889,2005
tracy city,tn,fireball,3.0,12/3/2004,35.2602778,-85.7361111,2004
fairfax,ca,sphere,1200.0,2/4/2013,37.9872222,-122.5877778,2013
parkersburg,wv,circle,60.0,6/12/2008,39.2666667,-81.5616667,2008
dallas,tx,light,300.0,6/2/1998,32.7833333,-96.8,1997
ewa beach,hi,triangle,7200.0,11/28/2007,21.3155556,-158.0072222,2000
carson,wa,sphere,120.0,8/19/2012,45.7255556,-121.8180556,2012
hamilton,oh,light,45.0,12/12/2009,39.3994444,-84.5613889,2009
glenville,wv,sphere,240.0,6/12/2008,38.9341667,-80.8377778,2008
encinitas,ca,light,900.0,7/5/2005,33.0369444,-117.2911111,2005
arlington,wa,light,120.0,9/26/1998,48.1988889,-122.1238889,1997
dallas,or,other,780.0,1/17/2004,44.9194444,-123.3158333,2003
salem,or,disk,1200.0,12/12/2009,44.9430556,-123.0338889,2007
el cajon,ca,light,960.0,8/5/2009,32.7947222,-116.9616667,2009
perry,ia,cylinder,1200.0,6/23/2010,41.8386111,-94.1069444,2010
grayslake,il,fireball,300.0,9/9/2013,42.3444444,-88.0416667,2013
freehold,nj,circle,37800.0,11/20/2002,40.26,-74.2741667,2000
sutton,ak,changing,420.0,11/30/1999,61.7113889,-148.8941667,1990
rio linda,ca,cylinder,2.0,11/21/2010,38.6911111,-121.4475,2010
harrisburg,pa,other,600.0,3/4/2008,40.2736111,-76.8847222,2007
bellows falls,vt,light,5.0,4/16/2005,43.1333333,-72.4444444,2005
coatesville,pa,circle,120.0,5/15/2013,39.9830556,-75.8241667,2013
wapello,ia,circle,600.0,4/16/2005,41.1813889,-91.1852778,1980
raynham,ma,sphere,120.0,5/13/2012,41.9486111,-71.0736111,2012
salisbury,nc,light,10.0,2/27/2014,35.6708333,-80.4744444,1997
owego,ny,disk,120.0,10/14/2013,42.1033333,-76.2625,2013
gorham,nh,light,10.0,4/8/2002,44.3877778,-71.1736111,2002
blairsden,ca,sphere,10.0,1/21/2008,39.7811111,-120.6155556,1946
iron mountain,mi,light,180.0,7/4/2012,45.8202778,-88.0658333,2012
charlotte,nc,disk,600.0,10/8/2007,35.2269444,-80.8433333,2007
wethersfield,ct,cylinder,120.0,8/5/2009,41.7141667,-72.6530556,2003
sayreville,nj,light,900.0,4/16/2005,40.4591667,-74.3613889,1972
seattle,wa,other,3.4,5/11/2000,47.6063889,-122.3308333,2000
orchard park,ny,disk,3.0,12/12/2011,42.7675,-78.7441667,2011
santa rosa,ca,light,300.0,7/4/2012,38.4405556,-122.7133333,2012
san diego,ca,light,9000.0,9/1/2004,32.7152778,-117.1563889,2004
monterey,ca,circle,10.0,4/22/2003,36.6002778,-121.8936111,2003
eagle river,ak,light,120.0,10/30/2012,61.3213889,-149.5677778,2012
dubuque,ia,oval,600.0,8/30/2013,42.5005556,-90.6644444,2013
chelan,wa,light,30.0,7/14/2013,47.8411111,-120.0152778,2013
kingsville,tx,oval,15.0,11/8/2005,27.5155556,-97.8558333,2005
newberg,or,light,300.0,7/6/2010,45.3002778,-122.9719444,2010
college place,wa,cigar,1.0,5/12/2009,46.0494444,-118.3872222,2009
portageville,mo,disk,300.0,4/22/2003,36.4252778,-89.6994444,2003
villa park,il,light,1380.0,10/30/2006,41.8897222,-87.9888889,2006
durham,nc,sphere,180.0,6/4/2004,35.9938889,-78.8988889,2004
riverhead,ny,fireball,480.0,8/30/2013,40.9169444,-72.6625,2013
redding,ca,changing,10800.0,2/8/2011,40.5866667,-122.3905556,2011
brunswick,me,other,30.0,6/18/2003,43.9144444,-69.9658333,1995
st. louis,mo,triangle,60.0,4/18/2014,38.6272222,-90.1977778,2013
kernersville,nc,light,60.0,12/23/2013,36.1197222,-80.0738889,2013
phoenix,az,rectangle,120.0,9/2/2005,33.4483333,-112.0733333,2005
parma,oh,sphere,300.0,8/16/2002,41.4047222,-81.7230556,2002
tonawanda,ny,circle,600.0,7/19/2010,43.0202778,-78.8805556,2010
morganton,nc,fireball,5.0,12/2/2000,35.7452778,-81.685,2000
sacramento,ca,other,900.0,5/12/2011,38.5816667,-121.4933333,2011
solon,oh,other,10.0,11/11/2003,41.3897222,-81.4413889,2003
los angeles,ca,circle,600.0,7/3/2013,34.0522222,-118.2427778,2013
jacksonville beach,fl,changing,180.0,1/31/2004,30.2944444,-81.3933333,1973
gleason,wi,sphere,2.0,2/14/2006,45.3088889,-89.4963889,2005
bridgeport,ct,circle,10.0,7/4/2011,41.1669444,-73.2052778,2011
bedford,tx,oval,15.0,4/16/2005,32.8438889,-97.1427778,2005
san diego,ca,formation,2700.0,8/30/2013,32.7152778,-117.1563889,2013
raleigh,nc,circle,5.0,12/12/2011,35.7719444,-78.6388889,2011
clanton,al,light,300.0,12/3/2004,32.8386111,-86.6294444,2004
reno,nv,light,60.0,8/20/2001,39.5297222,-119.8127778,2001
belmont,ms,formation,480.0,5/2/2014,34.5097222,-88.2091667,2014
fulton,il,fireball,1800.0,7/14/2013,41.8672222,-90.1594444,2013
new smyrna beach,fl,fireball,120.0,12/20/2012,29.0255556,-80.9272222,2012
greendale (sw suburb of milwaukee),wi,light,15.0,4/16/2005,42.9405556,-87.9958333,2005
tarpon springs,fl,other,1.0,11/19/2012,28.1458333,-82.7569444,2012
stanwood,wa,light,5400.0,2/14/2006,48.2413889,-122.3694444,2006
vista,ca,triangle,420.0,10/8/2007,33.2,-117.2416667,2007
washington,mo,disk,180.0,5/14/2002,38.5580556,-91.0119444,2002
myrtle beach,sc,flash,900.0,5/15/2013,33.6888889,-78.8869444,2012
miami,fl,light,120.0,2/1/2007,25.7738889,-80.1938889,2007
galway,ny,light,300.0,12/9/2000,43.0186111,-74.0319444,2000
culloden,wv,light,900.0,6/4/2004,38.42,-82.0555556,2004
prescott valley,az,formation,1200.0,2/16/2000,34.61,-112.315,2000
port angeles,wa,light,120.0,8/24/2010,48.1183333,-123.4294444,2010
wilkes-barre,pa,light,30.0,8/12/2008,41.2458333,-75.8816667,2008
longmont (approx 8 miles south of&#44 co-i25 interchg),co,light,1.0,10/12/2001,40.1672222,-105.1013889,1998
washougal,wa,other,10.0,6/20/2005,45.5827778,-122.3522222,2005
spotsylvania,va,disk,30.0,3/18/2014,38.2008333,-77.5894444,1994
mojave,ca,diamond,28800.0,8/11/2004,35.0525,-118.1730556,2004
boyce,va,oval,10.0,3/13/2012,39.0930556,-78.0597222,2011
san clemente,ca,teardrop,5.0,10/10/2011,33.4269444,-117.6111111,2011
elk grove,ca,flash,3.0,1/30/2014,38.4088889,-121.3705556,2014
spring valley,ca,fireball,300.0,8/7/2007,32.7447222,-116.9980556,2007
phoenix,az,formation,30.0,11/4/2012,33.4483333,-112.0733333,2012
gulf breeze,fl,fireball,10.0,3/16/2000,30.3569444,-87.1638889,2000
erie (countryside),pa,circle,600.0,11/20/2002,42.1291667,-80.0852778,1974
la mesa,ca,light,600.0,2/14/2010,32.7677778,-117.0222222,2010
canyon lake,tx,light,73800.0,10/8/2007,29.875,-98.2622222,2007
manassas,va,circle,180.0,1/17/2004,38.7508333,-77.4755556,2003
brady,tx,other,900.0,10/31/2008,31.135,-99.3347222,2008
coconut creek,fl,triangle,60.0,9/24/2012,26.2513889,-80.1791667,2012
new york city (brooklyn),ny,light,3.0,9/28/2002,40.7141667,-74.0063889,1999
baton rouge,la,fireball,420.0,8/14/2007,30.4505556,-91.1544444,2007
cascade,ia,light,3.0,8/14/2007,42.2986111,-91.0147222,2007
olympia,wa,light,2.0,7/23/2000,47.0380556,-122.8994444,2000
corydon,ky,disk,30.0,4/27/2004,37.7433333,-87.7038889,1967
baileyton,tn,triangle,480.0,3/4/2008,36.3341667,-82.8369444,2008
shell bluff,ga,light,120.0,3/4/2008,33.1477778,-81.8980556,2004
lyndhurst,nj,fireball,28.0,8/5/2012,40.8119444,-74.1247222,2012
modesto,ca,fireball,3600.0,7/25/2004,37.6391667,-120.9958333,2004
st. charles,il,sphere,1680.0,6/12/2011,41.9141667,-88.3086111,2011
quantico,va,light,15.0,8/5/2001,38.5222222,-77.2938889,2001
wartrace,tn,triangle,25200.0,10/27/2004,35.5272222,-86.3336111,2004
chicago,il,fireball,1350.0,6/18/2004,41.85,-87.65,2003
temecula,ca,light,10.0,11/9/2004,33.4936111,-117.1475,2004
south amherst,oh,circle,60.0,7/8/2004,41.3558333,-82.2538889,2004
college station,tx,triangle,30.0,3/4/2008,30.6277778,-96.3341667,2008
new york city (brooklyn),ny,oval,900.0,11/9/2002,40.7141667,-74.0063889,1999
newburgh,ny,triangle,180.0,1/21/2008,41.5033333,-74.0108333,2008
philomath,or,light,360.0,8/30/2013,44.5402778,-123.3663889,2013
tipp city,oh,triangle,10.0,3/19/2009,39.9583333,-84.1722222,2009
reno,nv,light,20.0,12/12/2009,39.5297222,-119.8127778,2009
seymour,ct,oval,600.0,6/2/2013,41.3966667,-73.0763889,2013
belmont,ca,light,1.0,11/19/1998,37.5202778,-122.2747222,1998
phoenix,az,light,240.0,9/2/2005,33.4483333,-112.0733333,2005
craigsville,wv,light,120.0,7/5/2005,38.3305556,-80.6533333,2005
el rito,nm,fireball,900.0,11/26/2003,36.3433333,-106.1880556,2003
richwood,wv,formation,2.0,12/2/2013,38.2247222,-80.5333333,1996
touchet,wa,light,300.0,3/19/2002,46.04,-118.6711111,2002
north bergen,nj,circle,5.0,12/12/2011,40.8041667,-74.0125,2011
aurora,co,disk,600.0,3/2/2004,39.7294444,-104.8313889,2004
ladson,sc,light,120.0,2/18/2013,32.9855556,-80.11,2013
north miami,fl,other,240.0,8/30/2013,25.8897222,-80.1869444,2013
knoxville,tn,fireball,3600.0,7/6/2011,35.9605556,-83.9208333,2011
frankfort,il,triangle,120.0,5/15/2013,41.4958333,-87.8486111,2013
twin peaks,ca,circle,20.0,4/13/2010,34.2388889,-117.2327778,2010
higginsville,mo,other,900.0,12/16/1999,39.0725,-93.7169444,1994
oakland,ca,light,5.0,12/5/2001,37.8044444,-122.2697222,2001
lake havasu city,az,sphere,120.0,8/7/2011,34.4838889,-114.3216667,2011
lantana,tx,changing,360.0,10/10/2011,26.1927778,-97.5786111,2011
los angeles,ca,fireball,2.0,12/23/2013,34.0522222,-118.2427778,1994
san benito,tx,chevron,300.0,9/4/2003,26.1322222,-97.6308333,2003
hamilton,al,light,180.0,12/12/2011,34.1422222,-87.9886111,2011
independence,mo,light,3.0,11/20/2001,39.0911111,-94.4152778,2001
asbury park,nj,fireball,180.0,10/30/2012,40.2202778,-74.0125,2012
alloway,nj,other,21600.0,7/28/2010,39.5608333,-75.3627778,2010
elcho,wi,fireball,600.0,11/9/2004,45.4358333,-89.1833333,2004
scottsdale,az,triangle,120.0,5/15/2006,33.5091667,-111.8983333,2005
