city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,year
boise,id,diamond,300.0,4/16/2005,43.6136111,-116.2025,2005
fort wright,ky,fireball,300.0,11/21/2010,39.0516667,-84.5341667,2010
charlestown,in,triangle,300.0,3/4/2008,38.4530556,-85.6702778,2007
indiana,pa,light,1.0,8/24/2010,40.6213889,-79.1527778,2010
colorado springs,co,light,60.0,12/12/2009,38.8338889,-104.8208333,2009
shrewsbury,pa,circle,120.0,9/9/2013,39.7686111,-76.68,2013
salisbury,nc,disk,60.0,10/11/2005,35.6708333,-80.4744444,2001
pottstown,pa,triangle,5400.0,3/7/1998,40.2452778,-75.65,1998
centerville,ga,disk,138.0,8/30/2013,32.63,-83.6897222,2013
morgantown,pa,changing,1800.0,7/5/1999,40.155,-75.8902778,1999
elkton,md,light,300.0,4/25/2002,39.6066667,-75.8336111,1993
bonner springs,ks,light,600.0,12/16/2005,39.0597222,-94.8833333,2005
lancaster,pa,triangle,1800.0,3/27/2014,40.0377778,-76.3058333,2014
fullerton (north of anaheim...i.e.disneyland),ca,other,1800.0,2/16/1999,33.8702778,-117.9244444,1975
bel air,md,flash,4.0,10/3/2013,39.5358333,-76.3486111,2013
bridgeport,ct,light,600.0,11/21/2010,41.1669444,-73.2052778,2010
tomah,wi,sphere,3.0,12/20/2012,43.9786111,-90.5038889,2012
edmond,ok,oval,900.0,7/3/2013,35.6527778,-97.4777778,2012
houston,tx,triangle,4.0,11/21/2010,29.7630556,-95.3630556,2010
belmar,nj,disk,1200.0,8/30/2013,40.1783333,-74.0222222,2013
detroit lakes,mn,triangle,30.0,11/28/2007,46.8172222,-95.845,2007
chama,nm,cone,7200.0,3/19/2002,36.9030556,-106.5788889,2002
northampton,ma,other,6.0,8/24/2010,42.325,-72.6416667,2010
lakeport (near),ca,light,18000.0,3/7/1998,39.0430556,-122.9147222,1995
montclair,ca,triangle,10.0,6/3/2011,34.0775,-117.6888889,2011
dallas,tx,cigar,3.0,3/4/2008,32.7833333,-96.8,2008
haverhill,ma,other,21600.0,9/30/2013,42.7761111,-71.0777778,2013
oxnard,ca,other,30.0,5/29/2012,34.1975,-119.1761111,2012
belton,tx,triangle,30.0,8/21/2011,31.0558333,-97.4641667,2011
raleigh,nc,changing,10.0,2/1/2007,35.7719444,-78.6388889,2006
san jose,ca,light,120.0,8/30/2010,37.3394444,-121.8938889,2010
parma,oh,other,120.0,10/10/2011,41.4047222,-81.7230556,1996
san jose,ca,teardrop,45.0,3/4/2008,37.3394444,-121.8938889,2008
tacoma,wa,formation,1080.0,9/17/2003,47.2530556,-122.4430556,2003
malvern,ar,light,15.0,7/23/2000,34.3622222,-92.8127778,1977
morris,il,triangle,60.0,12/12/2011,41.3572222,-88.4211111,2011
hamilton,ks,light,600.0,1/10/2009,37.9794444,-96.1638889,2008
bellevue,ne,diamond,10800.0,10/14/2013,41.1366667,-95.8905556,2013
peotone,il,light,600.0,12/3/2004,41.3322222,-87.7852778,2004
manchester,vt,light,1800.0,12/7/2006,43.1636111,-73.0727778,2006
north port,fl,changing,1200.0,3/9/2004,27.0438889,-82.2361111,2004
gresham,or,circle,600.0,8/5/2001,45.4983333,-122.4302778,2001
san diego,ca,light,120.0,1/10/2009,32.7152778,-117.1563889,2008
cheyenne,wy,triangle,900.0,10/2/1999,41.14,-104.8197222,1999
powell,oh,light,60.0,6/12/2011,40.1577778,-83.0752778,2011
austin,tx,cigar,300.0,4/1/2001,30.2669444,-97.7427778,2001
vancouver,wa,light,120.0,5/2/2014,45.6388889,-122.6602778,2014
paragould,ar,changing,6.0,7/8/2004,36.0583333,-90.4972222,2004
knoxville,tn,other,900.0,3/18/2014,35.9605556,-83.9208333,1949
calistoga (7 miles outside of),ca,triangle,600.0,1/24/2014,38.5788889,-122.5786111,1992
elberta,al,light,5.0,6/12/2002,30.4141667,-87.5977778,2002
sacramento,ca,triangle,300.0,1/28/1999,38.5816667,-121.4933333,1994
lexington,sc,triangle,20.0,2/28/2013,33.9813889,-81.2363889,2013
winthrop,ma,fireball,120.0,12/20/2012,42.375,-70.9833333,2012
peru,in,circle,300.0,2/22/2002,40.7536111,-86.0688889,1990
springfield,mo,disk,1800.0,6/12/2007,37.2152778,-93.2980556,2007
gainesville,va,light,600.0,8/5/2009,38.7955556,-77.6141667,2009
tampa,fl,circle,60.0,12/20/2012,27.9472222,-82.4586111,2012
glenside,pa,triangle,180.0,2/4/2013,40.1022222,-75.1525,2013
raeford,nc,teardrop,15.0,9/29/2004,34.9808333,-79.2244444,2004
fairfax station,va,circle,60.0,12/20/2012,38.8008333,-77.3258333,2012
lexington,sc,circle,1800.0,11/20/2001,33.9813889,-81.2363889,2001
visalia,ca,egg,1800.0,2/14/2006,36.3302778,-119.2911111,2006
sonora,ca,other,10800.0,9/2/2005,37.9841667,-120.3811111,2005
incline village,nv,light,1395.0,4/17/2008,39.2513889,-119.9719444,2008
northampton,ma,fireball,5.0,12/2/2000,42.325,-72.6416667,2000
portland,or,oval,40.0,8/30/2013,45.5236111,-122.675,2013
riverside,ri,circle,300.0,5/29/2012,41.7672222,-71.3652778,2012
boston,ma,oval,120.0,12/12/2009,42.3583333,-71.0602778,2009
huntsville,al,light,600.0,6/23/1999,34.7302778,-86.5861111,1998
guyton,ga,circle,3.0,1/22/2000,32.3361111,-81.3916667,2000
monroe,wa,circle,2.0,4/16/2005,47.8555556,-121.9697222,2005
maricopa,az,light,900.0,3/21/2003,33.0580556,-112.0469444,2003
longwood,fl,triangle,600.0,12/9/2000,28.7027778,-81.3386111,2000
middletown,pa,disk,600.0,2/1/2007,40.1997222,-76.7313889,1979
fayetteville,ga,fireball,900.0,6/2/2013,33.4486111,-84.455,2013
oakville,mo,light,10.0,9/26/1998,38.47,-90.3044444,1997
medical lake,wa,sphere,300.0,7/5/2013,47.5730556,-117.6811111,2013
missouri valley,ia,other,180.0,5/14/2002,41.5563889,-95.8875,2001
gulf shores,al,triangle,300.0,3/19/2009,30.2458333,-87.7008333,2004
old forge,pa,formation,1800.0,7/16/2006,41.3711111,-75.7352778,2006
salinas,ca,light,3600.0,11/21/2010,36.6777778,-121.6544444,2010
russell springs,ky,fireball,600.0,12/20/2012,37.0561111,-85.0886111,2012
darien,il,formation,3600.0,10/12/2001,41.7519444,-87.9738889,2001
salem,or,sphere,480.0,11/21/2010,44.9430556,-123.0338889,2010
walton,in,oval,20.0,4/27/2004,40.6608333,-86.2419444,2004
sacramento,ca,light,120.0,12/12/2011,38.5816667,-121.4933333,1967
west ossipee,nh,formation,60.0,12/12/2013,43.6852778,-71.1172222,2013
portland,or,light,120.0,2/22/2005,45.5236111,-122.675,2005
cleveland,oh,oval,900.0,7/6/2010,41.4994444,-81.6955556,2010
fallston,md,changing,2700.0,3/16/2001,39.5144444,-76.4113889,2000
klamath,ca,light,600.0,7/4/2012,41.5266667,-124.0372222,2010
boise,id,light,300.0,7/5/1999,43.6136111,-116.2025,1999
new bedford,ma,oval,240.0,1/28/1999,41.6361111,-70.9347222,1998
river forest,il,teardrop,10.0,9/28/2002,41.8977778,-87.8138889,2002
sterling,il,disk,1200.0,7/29/2000,41.7886111,-89.6961111,1999
santa cruz,ca,fireball,300.0,1/10/2014,36.9741667,-122.0297222,2013
scotland,md,rectangle,7.0,7/8/2004,38.0888889,-76.3622222,2004
peculiar,mo,oval,5.0,12/12/2009,38.7191667,-94.4583333,2009
red rock,az,light,300.0,11/20/2013,32.5761111,-111.325,2013
livonia,mi,rectangle,120.0,10/10/2011,42.3683333,-83.3527778,2011
modesto,ca,diamond,120.0,10/30/2012,37.6391667,-120.9958333,2012
boston,ma,fireball,5.0,12/17/2011,42.3583333,-71.0602778,2011
santa monica,ca,cigar,900.0,10/31/2003,34.0194444,-118.4902778,2003
seattle,wa,fireball,2.0,10/30/2006,47.6063889,-122.3308333,2006
manitowoc,wi,chevron,1200.0,4/2/1999,44.0886111,-87.6575,1998
plover,wi,light,1800.0,10/27/2004,44.4563889,-89.5438889,2004
orlando,fl,sphere,1.0,1/24/2012,28.5380556,-81.3794444,2012
haledon,nj,chevron,30.0,12/9/2003,40.9355556,-74.1866667,1985
victor,ny,flash,2.0,11/28/2007,42.9825,-77.4091667,2007
fredericksburg,va,diamond,4.0,11/20/2001,38.3030556,-77.4608333,2001
st. louis,mo,light,1800.0,5/15/2006,38.6272222,-90.1977778,2004
gerlach,nv,other,120.0,11/20/2001,40.6516667,-119.3541667,2000
ontario,oh,triangle,40.0,4/27/2004,40.7594444,-82.5902778,2004
hicksville,ny,cylinder,25.0,1/12/2012,40.7683333,-73.5255556,2012
tempe,az,other,120.0,11/28/2007,33.4147222,-111.9086111,2007
san antonio,tx,other,25.0,4/27/2007,29.4238889,-98.4933333,2007
hiawassee,ga,triangle,60.0,8/19/2012,34.9491667,-83.7575,1990
santa rosa,ca,light,300.0,2/12/2004,38.4405556,-122.7133333,2004
kingsport,tn,circle,45.0,5/10/2004,36.5483333,-82.5619444,2004
portland,or,triangle,60.0,11/20/2002,45.5236111,-122.675,2002
santa barbara,ca,light,240.0,6/2/2013,34.4208333,-119.6972222,2013
huntington,in,oval,180.0,6/12/2007,40.8830556,-85.4975,2007
houston,tx,light,20.0,7/3/2013,29.7630556,-95.3630556,2013
buckeye,az,light,300.0,11/20/2002,33.3702778,-112.5830556,2000
southbury,ct,other,240.0,11/11/2013,41.4813889,-73.2136111,2013
gwinn,mi,cigar,180.0,10/8/2007,46.2811111,-87.4408333,2007
reno,nv,light,900.0,4/9/2004,39.5297222,-119.8127778,2004
claremont,ca,other,900.0,3/17/2004,34.0966667,-117.7188889,2004
knoxville,tn,flash,3600.0,5/29/2012,35.9605556,-83.9208333,2012
antioch,ca,flash,3600.0,8/11/2004,38.005,-121.8047222,2004
memphis,tn,changing,2.0,11/20/2001,35.1494444,-90.0488889,2001
okmulgee,ok,cigar,180.0,12/16/2005,35.6233333,-95.9602778,2005
duluth,ga,sphere,1200.0,12/12/2009,34.0027778,-84.1447222,2009
woodstock,ga,fireball,600.0,11/19/2012,34.1013889,-84.5194444,2012
dorchester,ma,sphere,75.0,7/19/2010,42.2972222,-71.075,2010
sumter,sc,light,900.0,3/10/2011,33.9202778,-80.3416667,2011
aloha,or,other,15.0,11/4/2002,45.4944444,-122.8658333,2002
martinsburg,wv,oval,120.0,11/20/2013,39.4561111,-77.9641667,2013
watsonville,ca,triangle,1500.0,10/11/2005,36.9102778,-121.7558333,2005
portland,tn,circle,60.0,7/17/2011,36.5816667,-86.5163889,2011
endicott,ny,other,2100.0,7/22/2013,42.0983333,-76.0497222,2013
grass lake,mi,other,600.0,6/12/2008,42.2508333,-84.2130556,2008
west babylon,ny,disk,1.0,2/14/2010,40.6955556,-73.3261111,2009
carpinteria,ca,triangle,1800.0,6/6/2000,34.3988889,-119.5175,2000
sallisaw,ok,fireball,600.0,3/11/2006,35.4602778,-94.7872222,2006
okanogan,wa,disk,180.0,4/27/2007,48.3613889,-119.5822222,1991
brownfield,tx,light,5400.0,10/31/2008,33.1811111,-102.2738889,1973
montgomery,al,triangle,10800.0,10/31/2003,32.3666667,-86.3,1994
sikeston,mo,light,6.0,11/2/1999,36.8766667,-89.5877778,1999
palm springs,ca,changing,300.0,12/20/2012,33.8302778,-116.5444444,2012
lindon,ut,rectangle,180.0,6/20/2011,40.3433333,-111.72,2011
yuma,az,triangle,60.0,4/9/2004,32.7252778,-114.6236111,2004
bloomington,ca,formation,600.0,6/3/2010,34.0702778,-117.395,2010
onalaska,wi,fireball,600.0,7/6/2011,43.8844444,-91.235,2011
murrieta,ca,disk,1200.0,6/12/2008,33.5538889,-117.2130556,2008
florence,al,triangle,4.0,11/26/2003,34.7997222,-87.6772222,2003
slatington,pa,circle,3600.0,9/24/2012,40.7483333,-75.6122222,2012
shapleigh,me,light,120.0,7/22/2013,43.5405556,-70.8486111,2013
mosheim,tn,disk,20.0,6/4/2004,36.1894444,-82.9586111,2004
dardanelle,ar,light,1800.0,11/21/2010,35.2230556,-93.1577778,2010
clarion,ia,oval,120.0,7/5/2005,42.7316667,-93.7327778,1992
maricopa,az,oval,1200.0,11/21/2010,33.0580556,-112.0469444,2010
rockport,ma,circle,120.0,5/15/2013,42.6555556,-70.6208333,2013
columbus,oh,light,240.0,7/14/2013,39.9611111,-82.9988889,2013
hagerstown,md,triangle,2100.0,8/19/2012,39.6416667,-77.7202778,2012
springfield,oh,changing,60.0,6/23/2010,39.9241667,-83.8088889,2010
kingman,in,fireball,900.0,2/12/2004,39.9675,-87.2775,2004
orange county,ca,circle,300.0,2/8/2011,33.7877778,-117.8522222,2011
jacksonville,fl,fireball,300.0,1/24/2012,30.3319444,-81.6558333,2012
moore,ok,circle,120.0,8/5/2012,35.3394444,-97.4863889,2012
ventura,ca,sphere,8.0,10/11/2005,34.2783333,-119.2922222,2005
gaylord,mi,rectangle,120.0,2/22/2002,45.0275,-84.6747222,2002
leland,nc,formation,300.0,10/19/2011,34.2561111,-78.045,2011
elsmere,de,triangle,15.0,6/14/2012,39.7391667,-75.5983333,2012
worcester,ma,triangle,1200.0,12/2/2013,42.2625,-71.8027778,2013
molalla (near),or,other,180.0,4/27/2004,45.1475,-122.5758333,1994
huntersville,nc,light,3.0,1/24/2014,35.4105556,-80.8430556,2014
lapeer,mi,triangle,10.0,10/30/2006,43.0513889,-83.3188889,2006
st. augustine,fl,fireball,120.0,9/24/2012,29.8944444,-81.3147222,2012
albany,or,fireball,120.0,10/19/1999,44.6366667,-123.1047222,1999
damascus,ar,rectangle,120.0,11/19/2012,35.3672222,-92.4094444,2012
moberly,mo,light,900.0,3/18/2014,39.4183333,-92.4380556,1965
union grove,al,formation,7200.0,2/14/2010,34.4016667,-86.4491667,1972
san gabriel,tx,oval,1800.0,9/9/2004,30.6941667,-97.1958333,1965
woodinville,wa,disk,5.0,7/23/2000,47.7544444,-122.1622222,2000
la veta,co,rectangle,86400.0,7/4/2011,37.505,-105.0072222,2011
baton rouge,la,light,360.0,12/12/2009,30.4505556,-91.1544444,2009
hauppauge,ny,light,80.0,3/21/2003,40.8255556,-73.2030556,2003
dallas,tx,other,345600.0,4/13/2010,32.7833333,-96.8,2009
reidsville,nc,oval,300.0,9/17/2003,36.3547222,-79.6647222,1982
tinley park,il,circle,1800.0,10/27/2004,41.5733333,-87.7844444,2004
scarborough,me,triangle,25.0,6/12/2008,43.5780556,-70.3222222,2008
henderson,nv,circle,20.0,6/2/2013,36.0397222,-114.9811111,2013
russellton,pa,sphere,600.0,6/12/2008,40.6113889,-79.8372222,1963
chester,va,rectangle,60.0,10/12/2001,37.3566667,-77.4419444,2001
clovis,nm,triangle,300.0,10/31/2008,34.4047222,-103.2047222,1983
columbus,oh,circle,30.0,2/28/2013,39.9611111,-82.9988889,2013
old station,ca,triangle,300.0,10/23/2013,40.6752778,-121.4297222,2013
st. peter,mn,light,15.0,12/5/2001,44.3236111,-93.9577778,2001
columbus,oh,other,600.0,12/12/2011,39.9611111,-82.9988889,2011
navarre,fl,formation,300.0,12/16/2005,30.4013889,-86.8636111,2005
gary,in,rectangle,72.0,10/8/2007,41.5933333,-87.3463889,2007
reistville,pa,sphere,5.0,10/19/2011,40.3272222,-76.3030556,2011
mesa,az,oval,300.0,1/10/2009,33.4222222,-111.8219444,2000
walton,ky,diamond,480.0,6/12/2008,38.8755556,-84.6102778,2008
riverbank,ca,light,45.0,2/21/2014,37.7361111,-120.9344444,2014
mukwonago,wi,light,25.0,5/11/2005,42.8666667,-88.3333333,2005
venice,ca,changing,480.0,12/12/2009,33.9908333,-118.4591667,2009
teller,ak,oval,900.0,8/28/2002,65.2636111,-166.3608333,1986
murphysboro,il,light,1800.0,12/9/2003,37.7644444,-89.335,1982
palm coast,fl,oval,900.0,4/27/2007,29.5847222,-81.2080556,2007
susquehanna,pa,light,300.0,3/31/2008,41.9433333,-75.6,2008
indio,ca,other,420.0,8/7/2011,33.7205556,-116.2147222,2011
caseyville,il,triangle,7200.0,1/21/2008,38.6366667,-90.0255556,2007
corpus christi,tx,cigar,90.0,11/4/2012,27.8002778,-97.3961111,2012
sickles,ok,triangle,600.0,4/16/2005,35.3627778,-98.4475,1979
upper lake,ca,light,3600.0,5/15/2013,39.1647222,-122.9094444,2013
portland,or,light,120.0,2/5/2003,45.5236111,-122.675,2003
winchester,va,oval,30.0,11/4/2012,39.1855556,-78.1636111,2012
nevada,mo,circle,2700.0,10/31/2008,37.8391667,-94.3544444,2008
lincoln city,or,circle,60.0,9/9/2013,44.9583333,-124.0166667,2013
chico,ca,light,120.0,3/31/2008,39.7286111,-121.8363889,2008
fredonia,ks,light,240.0,1/24/2014,37.5338889,-95.8263889,2014
louisburg,nc,circle,120.0,10/10/2011,36.0988889,-78.3013889,2011
lexington,ky,sphere,120.0,10/10/2011,37.9886111,-84.4777778,2011
fairfield,ct,light,180.0,7/23/2003,41.1411111,-73.2641667,2003
west chester,pa,light,300.0,8/27/2009,39.8494444,-75.3561111,2009
boyce,va,oval,10.0,3/13/2012,39.0930556,-78.0597222,2011
klamath falls,or,flash,180.0,11/28/2007,42.225,-121.7805556,2006
bellefonte,pa,formation,180.0,5/24/2005,40.9133333,-77.7786111,2004
pound ridge,ny,disk,180.0,7/23/2003,41.2086111,-73.5752778,2003
mckinleyville,ca,light,1320.0,10/17/2003,40.9466667,-124.0994444,2003
las vegas,nv,formation,300.0,8/7/2007,36.175,-115.1363889,1997
northbrook,il,diamond,300.0,11/9/1999,42.1275,-87.8288889,1999
benson,az,fireball,3.0,4/3/2011,31.9677778,-110.2938889,2011
culver city,ca,disk,1800.0,8/30/2013,34.0211111,-118.3955556,2013
corning,ny,triangle,5.0,7/5/2008,42.1427778,-77.055,1994
dewey,az,sphere,30.0,7/4/2012,34.53,-112.2405556,2012
roswell,ga,formation,10.0,10/12/2001,34.0230556,-84.3616667,2001
cleveland (above cei plant. public power.),oh,diamond,2040.0,11/19/1998,41.4994444,-81.6955556,1998
bee cave,tx,disk,600.0,1/10/2009,30.3083333,-97.9447222,2008
newborn,ga,sphere,600.0,1/27/2005,33.5169444,-83.6961111,2004
boulder,co,triangle,10.0,11/4/2012,40.015,-105.27,2012
new baltimore,mi,fireball,420.0,7/19/2010,42.6811111,-82.7369444,2010
odessa,tx,oval,2.0,12/23/2002,31.8455556,-102.3672222,2002
rockville centre,ny,triangle,120.0,7/5/2005,40.6586111,-73.6416667,2001
coral springs,fl,light,15.0,2/1/2007,26.2708333,-80.2708333,1996
westlake village,ca,fireball,5.0,6/12/2008,34.1458333,-118.8047222,2008
charlotte court house,va,light,180.0,2/4/2013,37.0563889,-78.6386111,2013
hudson,nh,light,10.0,12/12/2009,42.7647222,-71.4402778,2009
houston,tx,chevron,10.0,6/23/1999,29.7630556,-95.3630556,1999
oologah,ok,light,180.0,7/17/2011,36.4469444,-95.7080556,2011
rio rancho,nm,light,10.0,4/8/2002,35.2333333,-106.6638889,2002
apple valley,ca,sphere,600.0,3/11/2003,34.5008333,-117.185,2001
annapolis,md,disk,4.0,10/11/2005,38.9783333,-76.4925,2005
whitman,ma,sphere,120.0,5/14/2002,42.0805556,-70.9361111,1979
minocqua,wi,sphere,480.0,11/21/1998,45.8713889,-89.7108333,1998
newington,ct,cigar,30.0,8/24/2010,41.6977778,-72.7241667,2010
davie,fl,formation,300.0,11/20/2013,26.0625,-80.2333333,2013
sioux city,ia,light,180.0,10/10/2011,42.5,-96.4,2011
grantville,pa,disk,60.0,10/12/2001,40.3777778,-76.6466667,2001
ypsilanti,mi,formation,2700.0,5/12/2009,42.2411111,-83.6130556,1994
broken arrow,ok,light,300.0,9/30/2013,36.0525,-95.7905556,2013
mesquite,tx,light,900.0,8/16/2002,32.7666667,-96.5988889,2002
stockbridge,ma,light,900.0,4/14/2009,42.2875,-73.3208333,2009
port sanilac,mi,triangle,1200.0,8/5/2012,43.4308333,-82.5425,2012
sacramento,ca,light,900.0,5/3/2000,38.5816667,-121.4933333,1990
margate,fl,light,3.0,3/13/2012,26.2441667,-80.2066667,2012
west fargo,nd,sphere,900.0,10/30/2006,46.8772222,-96.7894444,2000
harrisville,wv,light,120.0,10/30/2012,39.2094444,-81.0519444,2008
san dimas,ca,oval,600.0,12/12/2009,34.1066667,-117.8058333,2009
maywood,ca,formation,1800.0,1/10/2014,33.9866667,-118.1844444,2013
brownwood,tx,light,120.0,3/19/2009,31.7091667,-98.9908333,2009
gig harbor,wa,cigar,120.0,3/19/2009,47.3294444,-122.5788889,2001
basye,va,diamond,120.0,1/31/2011,38.8069444,-78.7925,2011
clinton,ms,circle,120.0,10/25/2011,32.3413889,-90.3216667,2011
east bethel,mn,circle,7200.0,5/12/2011,45.3194444,-93.2022222,2011
harrington (5 miles west of),wa,diamond,180.0,7/5/2008,47.4811111,-118.2533333,2005
rockford,il,fireball,900.0,10/10/2011,42.2711111,-89.0938889,2011
san antonio,nm,circle,20.0,10/30/2006,33.9177778,-106.8652778,2006
canon city,co,flash,30.0,8/10/1999,38.4,-105.2166667,1999
cahokia,il,disk,7200.0,4/27/2007,38.5708333,-90.19,2007
andover,ma,light,60.0,1/27/2005,42.6583333,-71.1375,1967
new york city,ny,disk,60.0,7/5/1999,40.7141667,-74.0063889,1999
chicago,il,triangle,150.0,12/12/2009,41.85,-87.65,2009
everett,wa,light,1200.0,12/12/2009,47.9791667,-122.2008333,2009
oak harbor,wa,light,1800.0,10/12/2001,48.2933333,-122.6419444,2001
phoenix,az,oval,120.0,7/8/2004,33.4483333,-112.0733333,2004
purchase,ny,circle,10.0,11/30/1999,41.0408333,-73.715,1999
south nyack,ny,egg,600.0,12/9/2003,41.0830556,-73.9205556,2003
jamestown,tn,light,45.0,11/17/1999,36.4275,-84.9319444,1999
vancouver,wa,light,180.0,12/12/2009,45.6388889,-122.6602778,2009
seattle,wa,other,120.0,2/16/2000,47.6063889,-122.3308333,2000
sunnyvale,ca,other,10.0,2/18/2001,37.3688889,-122.0352778,1998
nashville,tn,circle,60.0,5/13/2012,36.1658333,-86.7844444,2012
st. croix falls,wi,diamond,600.0,4/26/1999,45.41,-92.6394444,1973
los angeles,ca,other,1800.0,1/10/2009,34.0522222,-118.2427778,2009
gary,in,other,30.0,3/21/2003,41.5933333,-87.3463889,1986
golden,co,light,3.0,12/5/2001,39.7555556,-105.2205556,2001
butte,mt,sphere,30.0,10/31/2003,46.0038889,-112.5338889,1993
wyncote,pa,sphere,45.0,1/11/2002,40.0944444,-75.1491667,2001
san francisco,ca,cigar,835.0,2/3/2012,37.775,-122.4183333,2012
redding,ca,cigar,300.0,8/5/2009,40.5866667,-122.3905556,2009
rittman,oh,other,55.0,4/16/2005,40.9780556,-81.7822222,2005
san diego,ca,circle,900.0,11/26/2003,32.7152778,-117.1563889,2003
wilmington,ma,triangle,60.0,8/5/2001,42.5463889,-71.1741667,2001
bozeman,mt,sphere,360.0,6/5/2012,45.6797222,-111.0377778,2012
parsippany,nj,light,420.0,3/19/2009,40.8577778,-74.4263889,2009
santee (san diego),ca,light,180.0,4/26/2000,32.8383333,-116.9730556,2000
glen rose,tx,light,600.0,4/13/2010,32.2344444,-97.755,2010
bakersfield,ca,sphere,360.0,2/1/2007,35.3733333,-119.0177778,2006
colchester,ct,cylinder,60.0,10/7/2003,41.5755556,-72.3325,2002
east aurora,ny,formation,300.0,9/9/2013,42.7677778,-78.6136111,2013
new york city,ny,triangle,15.0,8/5/2001,40.7141667,-74.0063889,1999
hampton,ga,triangle,300.0,11/19/2012,33.3869444,-84.2830556,2012
new york city (staten island),ny,light,30.0,7/4/2011,40.7141667,-74.0063889,2011
gretna,la,light,2.0,3/31/2008,29.9144444,-90.0538889,2008
ketchikan,ak,light,960.0,12/12/2013,55.3422222,-131.6461111,2013
buffalo,ny,fireball,240.0,8/21/2011,42.8863889,-78.8786111,2011
santa rosa,ca,light,1800.0,12/12/2011,38.4405556,-122.7133333,2011
kansas city,mo,triangle,180.0,11/9/2004,39.0997222,-94.5783333,2004
seattle,wa,fireball,1800.0,12/12/2009,47.6063889,-122.3308333,2008
lac du flambeau,wi,disk,30.0,3/19/2009,45.9697222,-89.8919444,1950
madison,wi,light,600.0,4/1/2001,43.0730556,-89.4011111,2001
santa barbara,ca,cigar,10.0,3/16/2000,34.4208333,-119.6972222,1999
bodie (state historic park),ca,sphere,120.0,11/1/1998,38.2122222,-119.0111111,1998
louisville,ky,light,90.0,7/14/2013,38.2541667,-85.7594444,2013
lakeland,tn,diamond,30.0,11/21/2010,35.2305556,-89.7402778,2010
barstow,ca,other,10.0,9/30/2013,34.8986111,-117.0219444,2008
surprise,az,light,60.0,11/8/2005,33.6305556,-112.3325,2005
nolanville,tx,disk,60.0,9/30/2013,31.0786111,-97.6052778,2005
haleiwa,hi,triangle,7200.0,11/11/2013,21.5902778,-158.1125,1997
east killingly,ct,cigar,300.0,10/12/2001,41.8491667,-71.8191667,2001
waterbury,ct,fireball,480.0,1/10/2009,41.5580556,-73.0519444,2008
jamestown,tn,light,180.0,11/17/1999,36.4275,-84.9319444,1999
kekaha,hi,circle,600.0,8/24/2010,21.9711111,-159.715,1977
knoxville,tn,other,480.0,6/4/2004,35.9605556,-83.9208333,2004
ludlow,ca,oval,30.0,8/28/2002,34.7211111,-116.1591667,2002
elkton,md,triangle,1800.0,4/1/2000,39.6066667,-75.8336111,1993
valencia,ca,light,30.0,3/9/2004,34.4436111,-118.6086111,2004
lodi,ca,fireball,120.0,12/16/2005,38.1302778,-121.2713889,2005
ballston lake,ny,triangle,120.0,9/28/2003,42.9116667,-73.8686111,2003
porterville,ca,circle,1200.0,10/20/2005,36.0652778,-119.0158333,2005
model,co,light,120.0,5/24/1999,37.3722222,-104.2444444,1999
talladega (super speedway),al,rectangle,60.0,5/24/1999,33.4358333,-86.1058333,1989
zanesville,oh,rectangle,180.0,10/31/2003,39.9402778,-82.0133333,2003
mckees rocks,pa,light,300.0,9/24/2012,40.4655556,-80.0658333,2012
midlothian,va,flash,2.0,12/12/2009,37.5058333,-77.6494444,2009
simpsonville,sc,sphere,300.0,8/5/2012,34.7369444,-82.2544444,2012
ramona,ca,light,60.0,4/26/1999,33.0416667,-116.8672222,1999
camp hill,pa,light,180.0,5/11/2005,40.2397222,-76.9202778,2005
pittsburg,ks,triangle,15.0,12/20/2000,37.4108333,-94.7047222,2000
wolfeboro,nh,light,600.0,2/12/2004,43.5838889,-71.2077778,2004
vista,ca,triangle,300.0,8/21/2011,33.2,-117.2416667,2011
indianapolis,in,fireball,600.0,10/8/2007,39.7683333,-86.1580556,2007
benton,ky,fireball,20.0,2/24/2007,36.8572222,-88.3502778,1974
west chester,oh,chevron,60.0,10/31/2003,39.0875,-81.9227778,2003
venice,ne,other,120.0,9/24/2003,41.2338889,-96.3533333,2003
bellingham,wa,formation,20.0,1/11/2002,48.7597222,-122.4869444,2001
florissant,mo,other,10.0,6/9/2009,38.7891667,-90.3225,2009
houston,tx,other,3.0,1/24/2014,29.7630556,-95.3630556,1989
ryan,ok,formation,3600.0,3/4/2008,34.02,-97.9572222,2008
yadkinville,nc,fireball,3.0,6/3/2010,36.1344444,-80.6597222,1999
centerville,ia,light,1800.0,4/16/2005,40.7341667,-92.8738889,1966
omaha (lavista/ralston),ne,cigar,300.0,9/29/2004,41.2586111,-95.9375,1990
lebanon,or,fireball,60.0,10/8/2007,44.5366667,-122.9058333,2007
colorado city,tx,diamond,300.0,5/12/2009,32.3880556,-100.8641667,2006
davenport,fl,light,5.0,2/1/2007,28.1611111,-81.6019444,2007
sidney,tx,light,120.0,12/12/2009,31.9491667,-98.7369444,2009
kenosha,wi,disk,120.0,5/15/2006,42.5847222,-87.8211111,2006
monmouth beach,nj,light,3.0,12/14/2004,40.3302778,-73.9819444,2004
placerville,ca,triangle,120.0,10/8/2007,38.7297222,-120.7975,2007
